PM2.5,PM10,NO2,SO2,CO,Temperature,Humidity,WindSpeed,Pressure,AQI
62.43561663863075,62.58057363288252,33.55351153623154,55.45272456566735,5.762759195007568,22.872710405548844,68.89541724466932,0.7759890945777492,1016.0133961973697,113.50928747658
143.10000289738826,144.63721789702237,32.22809191647998,64.75110478935292,8.073780060069865,24.468713187500427,40.34318172630997,3.7354505646225866,1014.3641502206564,196.74841948935693
112.47915185359672,220.7775422515739,91.5629122468933,23.785092409437425,7.625593204922574,32.090947864043606,82.3436738012889,16.62491610179885,984.7877099331679,197.47510680234038
93.81218778758512,188.41172387419908,32.45915798645555,51.86555747052492,1.6236090564683596,21.80008772119784,66.78697434415449,15.335367126766714,1026.12862024529,122.68076597387196
31.84260966194111,205.50906400813344,34.47547535157679,47.88094873578115,1.577569750440592,32.39299369624342,39.43223301341725,7.012853829142937,1008.423610107841,91.03971910385198
31.83923284706837,171.520174343465,78.34584361761674,67.46227825912032,2.754926240674642,16.76268861953383,87.74028344887242,7.53621255548425,998.1862760567842,116.34460152846569
18.131705703547922,179.22360983910608,50.4765858205486,72.95652953609454,3.6746397907762685,30.535968744172614,61.10192780011924,10.671088671071589,1017.8269291747654,113.19727420513165
131.26466040849093,215.31499986002345,79.9039501259663,5.911757860804011,4.143710255943978,31.95095266109473,34.3739071122993,0.004820093702690986,992.8682729200817,166.52685620371207
94.15610164404923,77.42364203761277,15.882954180794671,55.551493929409446,6.829002446650118,18.636353056746774,67.60997426490403,4.824886720760557,1014.675491852316,149.05282609932695
109.13016089144637,132.56774163792232,53.88140743060459,8.887684933979676,0.6611362784417705,23.60693064744401,45.19193442076862,4.164636172164289,981.9855603786124,99.29775509828985
12.881829201412343,70.8781716185085,13.025224016495436,46.164399880801696,0.4432597718380572,18.309995493273114,78.22160711263814,5.009658934995269,1021.9704018804636,31.17801609760152
145.7873793026792,247.1636418392288,15.638788310981907,26.572454678275864,3.9799145731446997,29.132082579884354,79.06932441397143,16.118116850668827,1002.4085423510659,162.95369873505678
126.54196971205904,237.13364812792105,91.57937080099698,28.00824496416059,7.001920552166006,25.706955361233135,88.73684135127971,5.593477130928863,1011.834645717897,208.99595779771263
39.72747549495866,29.068166614756358,22.532083400583566,31.471887758926744,2.0150098952691775,27.70646693416642,60.11217186147022,3.830426441002963,991.0618909903342,49.86289700866024
35.45549540899408,182.28228967860835,57.91786140476954,51.59693367872076,6.450894364436892,18.92973933912422,57.29741278366423,10.085269215860631,1013.8536856329224,145.58968739514307
35.67663137948074,232.80711300560313,46.99860423406359,30.05374742515769,2.672298565608965,19.23491724104839,75.20853632678885,17.31290072745464,1018.6120137946639,113.09543655404424
52.59391401433528,61.532329379286715,41.26089936329584,59.95242879427103,8.872252477253811,15.829946510198127,37.948239380515595,4.8269940767499975,1003.66065934422,143.21984145634497
83.4659004285133,150.62740302710478,90.98500111185452,35.339553918040224,8.967330448239503,21.441350703914594,62.81493082758745,1.5707248558559739,1010.8863462030897,187.25532958486247
70.4723026098962,230.5623084452496,11.964105709794055,10.126490023246896,3.0431433223851325,26.1948932266735,62.77485600785106,7.128094716993294,1002.8162961911199,117.95564900096919
50.772079627725866,27.807575074733734,69.74107175580302,63.78198818630804,2.376938164236081,32.15869827994658,35.36838736862323,14.953036491299557,1024.7045684628922,64.5235734617647
95.65940526113313,180.4066614667732,96.70549907921954,26.43187434445295,4.171909323455689,28.338548949173614,55.07904513041481,11.013810893895892,1004.893459025716,138.74484731551698
29.529140491285858,88.39027169568668,60.41513651156578,37.457515969944694,2.4812626932834725,23.70792646799503,81.19708791403212,16.33586739148695,1022.090435451441,72.57106299607618
50.90025079493054,232.61112493660198,94.31402158297827,56.408291241642615,6.756600048587866,34.062402287882755,81.36921731967962,19.19184295218468,1020.0676029135125,167.72064909808586
61.29065806111684,243.3433963880346,14.703209135742139,29.9342117861534,8.278040377028027,29.38490401151664,35.95425989518086,15.85324953503234,1000.5252410674178,179.12392592396398
73.84979779038503,237.1812924960898,47.69139871667453,9.243924211003673,6.763612096021048,33.603304057251,35.44325296486985,12.076061576875068,991.5042245928737,179.32544410881218
119.9246345950219,129.06926983121667,33.414201186584606,33.04407852596102,8.26106942776856,25.55175946544331,45.761728620116116,9.86683176104761,1000.3041066279885,169.6114177981086
37.95432950217037,218.26980972754208,75.77388684826568,75.83364370207276,4.030222405853994,20.178085495862792,82.48596375323962,0.8013817269653334,1021.310868788761,148.60863094660903
81.99282137790563,214.24636166306618,98.31673814475221,53.130079797391865,1.6475380100177226,16.05653372729444,37.734155104409936,19.686439576280826,991.3816267909696,126.5126051373778
92.93803964068594,93.3931088459488,33.0877056199823,55.36093615004052,7.405714379236162,29.52169702967701,73.19980815764677,7.66962245150085,1006.2218172928875,156.33508982599864
16.50305778079968,210.6505590546558,68.8757141326667,52.42116152282299,3.6686976009013836,17.42605996011068,36.06993717678619,3.044564278337336,1020.3048373980374,122.15258061138634
95.05627926620137,28.5117559845633,27.82878694837661,19.92441042195776,6.745581169768411,21.055502565439344,67.38827122486953,13.334177107929134,997.673873756419,110.72049514990674
33.87337731622081,157.1420720508722,60.879722911444894,36.37503980767101,2.7793750256194802,25.64941815767795,51.36403794714869,5.685765781909186,1012.1104818501349,104.89248072202271
19.107223017939134,72.9020325761717,51.75392380195026,61.320484877248866,0.9041733845860594,26.288331755594953,77.33483777795202,11.715565418620953,992.2815787024407,47.00133471657404
142.84397521546666,47.73038372877413,97.48047966683833,12.602967316486936,9.926559775328858,27.01166393974272,44.021426929521816,11.735358156891824,985.463972268408,181.40376897403286
145.18848463043832,37.699236374718105,64.76745454268199,25.83895820672842,1.6463949285129331,18.325106606994012,68.35210976339759,8.914596418057384,1019.7192112546428,94.54000331638169
123.17562873630456,180.14641845197215,41.455573487813695,25.72393313493902,9.885367840238462,22.594748096432973,44.1409520745531,16.72237231090085,984.9484311704354,204.4471446271893
52.645927684271896,98.1712416666552,20.268620639914005,37.40141956958795,9.775071332407828,27.34388454233933,72.81961698672923,5.29934123110886,993.5690697539792,160.11555302339502
23.67409596089374,186.69635745161514,23.612214586144113,78.52765557066388,7.9587992286895926,34.396377292675695,82.42068207364493,8.972651832354684,1022.755471099872,143.48498173755792
105.79262371170196,35.031958383756745,30.27852369561116,10.062691001286645,6.628287324611776,29.552622753993774,37.6081079476056,10.75384257181943,997.3234643539333,120.90996609401886
71.62134912354418,92.51677770104038,32.58699952062682,43.90257457854463,5.820289797485739,33.452075141879156,81.99574131573021,13.272494415345992,1028.652267475708,122.00239906216423
27.085352878269035,144.08299724632758,86.5554452057024,18.45235115091578,8.674405299240563,30.24424116628354,65.61451526485789,15.67943701011179,1028.986716738693,153.08694184374667
79.32476741557782,201.86632791296162,60.510050945427245,77.8007409057308,2.965451264032931,26.83433937784801,37.62662945202144,7.896145657565121,993.4138010226778,144.42765527849255
14.814392956130575,93.31307567437608,57.10518202369298,13.497762854559815,4.730044003600282,18.840467382726892,55.65251132158272,12.92093888193192,982.0489111124946,87.15873652120388
